Date,Price
2013-05-28,296.25
2013-05-29,296.25
2013-05-30,291.687988
2013-05-31,292.75
2013-06-03,315.625
2013-06-04,311.25
2013-06-05,310
2013-06-06,306.25
2013-06-07,303.125
2013-06-10,307.5
2013-06-11,311.25
2013-06-12,307.781006
2013-06-13,303
2013-06-14,298.962006
2013-06-17,301.431
2013-06-18,303.75
2013-06-19,305.75
2013-06-20,303.5
2013-06-21,296.325012
2013-06-24,300.312012
2013-06-25,297.5
2013-06-26,298.950012
2013-06-27,302.625
2013-06-28,308.899994
2013-07-01,308.625
2013-07-02,306.013
2013-07-03,300.125
2013-07-04,304.125
2013-07-05,308.375
2013-07-08,310.625
2013-07-09,310.125
2013-07-10,313.125
2013-07-11,316.875
2013-07-12,347.644012
2013-07-15,348.131012
2013-07-16,337.756012
2013-07-17,341.455994
2013-07-18,344.25
2013-07-19,350.375
2013-07-22,352.774994
2013-07-23,361.25
2013-07-24,360
2013-07-25,363.625
2013-07-26,366.25
2013-07-29,363.75
2013-07-30,366.375
2013-07-31,371.125
2013-08-01,373.5
2013-08-02,373.125
2013-08-05,374.850006
2013-08-06,376
2013-08-07,371.875
2013-08-08,367.5
2013-08-12,372
2013-08-13,376.013
2013-08-14,383.75
2013-08-16,377.5
2013-08-19,373.763
2013-08-20,377.5
2013-08-21,374.350006
2013-08-22,373.625
2013-08-23,375.625
2013-08-26,377.493988
2013-08-27,379
2013-08-28,381.5
2013-08-29,383.75
2013-08-30,386.5
2013-09-02,384.638
2013-09-03,384
2013-09-04,382.462006
2013-09-05,387.087006
2013-09-06,375.737
2013-09-10,379
2013-09-11,393.125
2013-09-12,388.125
2013-09-13,382.531006
2013-09-16,378.125
2013-09-17,377.125
2013-09-18,378.125
2013-09-19,374.875
2013-09-20,375
2013-09-23,375.625
2013-09-24,378.75
2013-09-25,378.975006
2013-09-26,379.25
2013-09-27,378
2013-09-30,377.524994
2013-10-01,378.75
2013-10-03,379.375
2013-10-04,378.281006
2013-10-07,376.875
2013-10-08,380.037994
2013-10-09,378.375
2013-10-10,390.638
2013-10-11,416.875
2013-10-14,407
2013-10-15,415.5
2013-10-17,416.274994
2013-10-18,410.75
2013-10-21,416.625
2013-10-22,417.25
2013-10-23,415
2013-10-24,412.787994
2013-10-25,416
2013-10-28,414.649994
2013-10-29,414.937988
2013-10-30,413.875
2013-10-31,413.037994
2013-11-01,412.5
2013-11-05,406.5
2013-11-06,409.412994
2013-11-07,415.205994
2013-11-08,418.75
2013-11-11,418.75
2013-11-12,420.312012
2013-11-13,414.506012
2013-11-14,419.037994
2013-11-18,423.875
2013-11-19,425.75
2013-11-20,426.125
2013-11-21,424.5
2013-11-22,418.25
2013-11-25,419
2013-11-26,415
2013-11-27,415
2013-11-28,412.674988
2013-11-29,417
2013-12-02,419
2013-12-03,415
2013-12-04,418.75
2013-12-05,422.5
2013-12-06,417.381012
2013-12-09,420.625
2013-12-10,416.875
2013-12-11,420.625
2013-12-12,420.549988
2013-12-13,418.125
2013-12-16,422.5
2013-12-17,430.638
2013-12-18,431.25
2013-12-19,432.812012
2013-12-20,440.625
2013-12-23,437.5
2013-12-24,435.75
2013-12-26,435.875
2013-12-27,441.25
2013-12-30,445.962006
2013-12-31,437.5
2014-01-01,436.5
2014-01-02,432.906006
2014-01-03,434.375
2014-01-06,446.888
2014-01-07,439.881012
2014-01-08,432.625
2014-01-09,430
2014-01-10,436.25
2014-01-13,447.75
2014-01-14,455.625
2014-01-15,461.912994
2014-01-16,462.375
2014-01-17,466.125
2014-01-20,464
2014-01-21,468.75
2014-01-22,467.649994
2014-01-23,473.013
2014-01-24,470.625
2014-01-27,465
2014-01-28,463.375
2014-01-29,458.25
2014-01-30,462.962006
2014-01-31,462.5
2014-02-03,460.625
2014-02-04,447.625
2014-02-05,447.5
2014-02-06,446.5
2014-02-07,448.375
2014-02-10,447.487
2014-02-11,448
2014-02-12,450.062012
2014-02-13,450.600006
2014-02-14,451.944
2014-02-17,460.625
2014-02-18,455.875
2014-02-19,461.955994
2014-02-20,468.112
2014-02-21,467
2014-02-24,468.25
2014-02-25,469.375
2014-02-26,472.5
2014-02-28,470.138
2014-03-03,478.125
2014-03-04,471.25
2014-03-05,478.487
2014-03-06,479.75
2014-03-07,478.375
2014-03-10,466.212006
2014-03-11,456.625
2014-03-12,459.174988
2014-03-13,427.5
2014-03-14,417.5
2014-03-18,425
2014-03-19,418.75
2014-03-20,408.75
2014-03-21,416.25
2014-03-22,410
2014-03-24,409.024994
2014-03-25,406
2014-03-26,407.5
2014-03-27,406
2014-03-28,405.013
2014-03-31,410.662994
2014-04-01,410.381012
2014-04-02,418.600006
2014-04-03,417.437988
2014-04-04,418.875
2014-04-07,412.25
2014-04-09,410.131012
2014-04-10,406.812012
2014-04-11,401.25
2014-04-15,416.524994
2014-04-16,405.243988
2014-04-17,397.5
2014-04-21,401.25
2014-04-22,396.506012
2014-04-23,396.756012
2014-04-24,396.580994
2014-04-25,398.5
2014-04-28,396.125
2014-04-29,397.875
2014-04-30,397.205994
2014-05-02,398.125
2014-05-05,399
2014-05-06,397.112
2014-05-07,393.875
2014-05-08,383.75
2014-05-09,383.125
2014-05-12,389.774994
2014-05-13,397.875
2014-05-14,406.281006
2014-05-15,406.763
2014-05-16,412.375
2014-05-19,399.75
2014-05-20,381.125
2014-05-21,389.75
2014-05-22,395
2014-05-23,390.625
2014-05-26,383.875
2014-05-27,387.5
2014-05-28,390.437988
2014-05-29,378.125
2014-05-30,367.5
2014-06-02,370.062012
2014-06-03,376
2014-06-04,376.875
2014-06-05,375
2014-06-06,375.019012
2014-06-09,375.75
2014-06-10,375
2014-06-11,388.125
2014-06-12,410
2014-06-13,398.562012
2014-06-16,398.25
2014-06-17,406.125
2014-06-18,405.625
2014-06-19,405.730988
2014-06-20,415
2014-06-23,412.5
2014-06-24,403.75
2014-06-25,405.625
2014-06-26,402.5
2014-06-27,400
2014-06-30,402.5
2014-07-01,405.625
2014-07-02,401.5
2014-07-03,401.274994
2014-07-04,400.006012
2014-07-07,408.125
2014-07-08,418.625
2014-07-09,416.25
2014-07-10,414.375
2014-07-11,425.174988
2014-07-14,414.375
2014-07-15,404.875
2014-07-16,405
2014-07-17,407.513
2014-07-18,406.625
2014-07-21,406.875
2014-07-22,400.625
2014-07-23,406.125
2014-07-24,418
2014-07-25,424.875
2014-07-28,418.125
2014-07-30,424.25
2014-07-31,422.5
2014-08-01,418.75
2014-08-04,419.375
2014-08-05,434.5
2014-08-06,440.625
2014-08-07,437.375
2014-08-08,437.5
2014-08-11,440.5
2014-08-12,449.875
2014-08-13,445.006012
2014-08-14,451
2014-08-18,451.5
2014-08-19,445.125
2014-08-20,445.375
2014-08-21,444.531006
2014-08-22,443.618988
2014-08-25,449.875
2014-08-26,452.75
2014-08-27,453.75
2014-08-28,453.625
2014-09-01,451.256012
2014-09-02,450
2014-09-03,451.25
2014-09-04,465.625
